id,name,branch,address,district,cuisine,pricePerPerson,rating,review,recommendedDishes,visitDate,videoUrl,longitude,latitude,verificationStatus,updatedAt
bv1zbcdzbemu-4,老表快炒(丁字桥社区安国苑店),,武昌区丁字桥91号-6铺,武昌区,粤式烧腊,,recommended,员外推荐四家一人食餐厅：港式烧腊馆（16-38元，广式腊肠饭、四拼烧腊性价比高）、青山新店（80元，鹅肝牛舌拌饭、油焖鸡松饼风味独特）、阔义食堂（闽台融合，咖喱牛排、盐酥鸡排套餐）及老表快炒（家常小炒如香干排骨、农家一碗香）。强调食材新鲜、调味出色，部分提供免费续菜，适合一人用餐体验。,广式腊肠饭、四拼烧腊性价比高）、青山新店（80元、鹅肝牛舌拌饭、油焖鸡松饼风味独特）、阔义食堂（闽台融合、咖喱牛排、盐酥鸡排套餐）,2026-03-15,https://www.bilibili.com/video/BV1zbcDzbEMu,114.333352,30.52847,AI摘要自动提取，待抽查,2026-06-13
bv1smfyzbeoy-1,Slow Fire 小火低温慢烤,,江岸区东立街267号,江岸区,烤肉,,mixed,员外探访一家美式烤肉店，6人套餐488元含全肉，分量足但部分菜品因保温不足变凉影响口感。推荐伊比利亚黑猪肋排、牛前胸等低温慢烤菜品，强调食材品质与性价比，建议顾客要求现切热食以提升体验，并提及赠送冰淇淋等贴心服务，整体评价食材优但需注意上菜温度问题。,伊比利亚黑猪肋排、牛前胸、强调食材品质与性价比、建议顾客要求现切热食以提升体验、并提、赠送冰淇淋、整体评价食材优但需注意上菜温度问题,2026-02-05,https://www.bilibili.com/video/BV1SmFYzbEoy,114.314753,30.625168,AI摘要自动提取，待抽查,2026-06-13
bv1w66hbzehg-1,恩施土家本味(卓刀泉店),,洪山区卓刀泉街道卓刀泉东二路(交通职业技术学院对面),洪山区,其他,,unknown,员外在恩施地方菜馆体验多道菜品，包括干锅酸萝卜牛肉丝（需炖煮融合）、招牌沫沫鸭（去腥鲜香）、土豆渣肥肠（发酵醇厚）、地皮菜炒蛋（软嫩Q弹）及慢制洋芋饭（油润层次丰富）。总结认为土豆渣配饭最佳，沫鸭配白米饭更佳，菜品需耐心烹饪更美味，建议两人适量点餐避免浪费。,,2026-02-02,https://www.bilibili.com/video/BV1w66hBZEhg,114.373585,30.508361,AI摘要自动提取，待抽查,2026-06-13
bv1rd6abjeud-1,驴肉火烧·大姑手工水饺(光霞店)（搬家中……别白跑一趟）,,洪山区张家湾波光霞影B区76号一楼商铺,洪山区,火锅,,recommended,员外探访白沙洲一家低调京味小店，重点推荐京酱肉丝（28元，酱香浓郁、甜而不腻）、炒饼（18元，焦香筋道）、茴香苗炒蛋（28元，清香爽口）及驴肉火锅（68元，肉质劲道）。店内服务周到，菜品分量足且搭配丰富，整体体验温暖满足，适合冬季聚餐。,京酱肉丝（28元、酱香浓郁、甜而不腻）、炒饼（18元、焦香筋道）、茴香苗炒蛋（28元、清香爽口）、驴肉火锅（68元,2026-01-30,https://www.bilibili.com/video/BV1rD6ABjEUD,114.260356,30.438604,AI摘要自动提取，待抽查,2026-06-13
bv1vfztbeeeg-1,椒香川流不息川菜馆(二七北路店),,江岸区二七北路28号附12,江岸区,川菜,,recommended,员外探访社区川菜老店，品尝宫保鸡丁、葱油浸腰花、牛肉末麻婆豆腐、回锅肉及冬瓜鱼等菜品。亮点包括风味丰富的宫保鸡丁、地道麻婆豆腐（含牛肉末）、回锅肉酱香醇厚，且分量扎实。店家保留川味特色并适度本地化，建议优先尝试招牌菜，同时提醒停车不便，推荐公共交通出行。,公共交通出行,2026-01-26,https://www.bilibili.com/video/BV1vFztBeEEg,114.317236,30.629901,AI摘要自动提取，待抽查,2026-06-13
bv1ktkjbbenz-1,三桌半(欣城社区105小区店),,武汉市青山区恩施街27号附7号,青山区,其他,,recommended,员外探访武汉私房菜馆，体验T0级高端私房菜，人均消费约1200元，菜品丰富量大，如醉藕片、滋补土鸡汤、古法苹果排骨等，特色鲜明且分量十足。需提前预约，建议多人前往人均成本更低，并推荐老板配菜，兼顾食材新鲜与口味多样，适合家庭聚餐及节日宴请。,老板配菜、兼顾食材新鲜与口味多样、适合家庭聚餐、节日宴请,2026-01-22,https://www.bilibili.com/video/BV1KTkJBBENZ,114.401102,30.621481,AI摘要自动提取，待抽查,2026-06-13
bv1ekrqbueit-1,昭弟肠粉·蒸蟹皇面,,湘桥区西荣路宫后桥6号之6,湘桥区,其他,,unknown,员外在潮州18小时内探访四家特色美食：早肠粉（蛋皮包白菜、酱汁清爽）、蟹黄面（蒸制Q弹）、鱼饭（无损鱼鲜美无腥）、鹧鸪粥（现杀现熬，肉质软糯）。涵盖肠粉、鱼饭、炒菜及宵夜，展现潮州食材丰富与烹饪技艺，强调当地饮食文化独特与令人难忘的味觉体验。,,2026-01-13,https://www.bilibili.com/video/BV1EKrqBuEit,116.638069,23.676301,AI摘要自动提取，待抽查,2026-06-13
bv1ekrqbueit-2,枫春三友水产,,湘桥区枫春南路40号潮州枫春市场2019-2022档口,湘桥区,其他,,unknown,员外在潮州18小时内探访四家特色美食：早肠粉（蛋皮包白菜、酱汁清爽）、蟹黄面（蒸制Q弹）、鱼饭（无损鱼鲜美无腥）、鹧鸪粥（现杀现熬，肉质软糯）。涵盖肠粉、鱼饭、炒菜及宵夜，展现潮州食材丰富与烹饪技艺，强调当地饮食文化独特与令人难忘的味觉体验。,,2026-01-13,https://www.bilibili.com/video/BV1EKrqBuEit,116.659323,23.682512,AI摘要自动提取，待抽查,2026-06-13
bv1ekrqbueit-3,厦寺老二小炒(腾瑞海悦名庭店),,湘桥区海悦名庭10号,湘桥区,其他,,unknown,员外在潮州18小时内探访四家特色美食：早肠粉（蛋皮包白菜、酱汁清爽）、蟹黄面（蒸制Q弹）、鱼饭（无损鱼鲜美无腥）、鹧鸪粥（现杀现熬，肉质软糯）。涵盖肠粉、鱼饭、炒菜及宵夜，展现潮州食材丰富与烹饪技艺，强调当地饮食文化独特与令人难忘的味觉体验。,,2026-01-13,https://www.bilibili.com/video/BV1EKrqBuEit,116.631372,23.644188,AI摘要自动提取，待抽查,2026-06-13
bv1ekrqbueit-4,宏记砂锅粥(建兴街店),,湘桥区西新街道建兴街愉景居1号(即建安花园后门斜对面),湘桥区,其他,,unknown,员外在潮州18小时内探访四家特色美食：早肠粉（蛋皮包白菜、酱汁清爽）、蟹黄面（蒸制Q弹）、鱼饭（无损鱼鲜美无腥）、鹧鸪粥（现杀现熬，肉质软糯）。涵盖肠粉、鱼饭、炒菜及宵夜，展现潮州食材丰富与烹饪技艺，强调当地饮食文化独特与令人难忘的味觉体验。,,2026-01-13,https://www.bilibili.com/video/BV1EKrqBuEit,116.637468,23.657713,AI摘要自动提取，待抽查,2026-06-13
bv1tjrgbyeap-1,混蛋厨房,,汉阳区龙阳街道龙珠路5号附16号,汉阳区,其他,,recommended,武汉四家一人食餐厅推荐：混蛋厨房（牛肋排/鳗鱼饭，鸡汤风味，需预约）、热顶辣辣鸡（纳什维尔炸鸡，五种辣度，搭配酱料），祥泰牛系列（稳定出品，咸饭升级），大成路卤肉饭（卤肉盖饭+土豆丝，排队人气高）。每家特色鲜明，适合一人食，强调口味与性价比，建议就近选择减少排队。,：混蛋厨房（牛肋排/鳗鱼饭、鸡汤风味、需预约）、热顶辣辣鸡（纳什维尔炸鸡、五种辣度、搭配酱料）、祥泰牛系列（稳定出品、咸饭升级）,2026-01-10,https://www.bilibili.com/video/BV1tJrgByEAp,114.205541,30.543873,AI摘要自动提取，待抽查,2026-06-13
bv1tjrgbyeap-2,热顶辣辣鸡 Hot Ding Chicken(武汉首店),,江汉区北湖街街道柠檬中心,江汉区,其他,,recommended,武汉四家一人食餐厅推荐：混蛋厨房（牛肋排/鳗鱼饭，鸡汤风味，需预约）、热顶辣辣鸡（纳什维尔炸鸡，五种辣度，搭配酱料），祥泰牛系列（稳定出品，咸饭升级），大成路卤肉饭（卤肉盖饭+土豆丝，排队人气高）。每家特色鲜明，适合一人食，强调口味与性价比，建议就近选择减少排队。,：混蛋厨房（牛肋排/鳗鱼饭、鸡汤风味、需预约）、热顶辣辣鸡（纳什维尔炸鸡、五种辣度、搭配酱料）、祥泰牛系列（稳定出品、咸饭升级）,2026-01-10,https://www.bilibili.com/video/BV1tJrgByEAp,114.265544,30.597366,AI摘要自动提取，待抽查,2026-06-13
bv1tjrgbyeap-3,祥太牛系列(武汉天地店),,江岸区长春街大连路7咐1,江岸区,其他,,recommended,武汉四家一人食餐厅推荐：混蛋厨房（牛肋排/鳗鱼饭，鸡汤风味，需预约）、热顶辣辣鸡（纳什维尔炸鸡，五种辣度，搭配酱料），祥泰牛系列（稳定出品，咸饭升级），大成路卤肉饭（卤肉盖饭+土豆丝，排队人气高）。每家特色鲜明，适合一人食，强调口味与性价比，建议就近选择减少排队。,：混蛋厨房（牛肋排/鳗鱼饭、鸡汤风味、需预约）、热顶辣辣鸡（纳什维尔炸鸡、五种辣度、搭配酱料）、祥泰牛系列（稳定出品、咸饭升级）,2026-01-10,https://www.bilibili.com/video/BV1tJrgByEAp,114.309989,30.605874,AI摘要自动提取，待抽查,2026-06-13
bv1tjrgbyeap-4,大成路卤肉饭,,武昌区大成路丽华早点门口,武昌区,其他,,recommended,武汉四家一人食餐厅推荐：混蛋厨房（牛肋排/鳗鱼饭，鸡汤风味，需预约）、热顶辣辣鸡（纳什维尔炸鸡，五种辣度，搭配酱料），祥泰牛系列（稳定出品，咸饭升级），大成路卤肉饭（卤肉盖饭+土豆丝，排队人气高）。每家特色鲜明，适合一人食，强调口味与性价比，建议就近选择减少排队。,：混蛋厨房（牛肋排/鳗鱼饭、鸡汤风味、需预约）、热顶辣辣鸡（纳什维尔炸鸡、五种辣度、搭配酱料）、祥泰牛系列（稳定出品、咸饭升级）,2026-01-10,https://www.bilibili.com/video/BV1tJrgByEAp,114.298825,30.533975,AI摘要自动提取，待抽查,2026-06-13
bv1zwiwbxe8g-1,舒爽面包店(三角路店),,武昌区和平大道786号武车招待所主楼一层东北角一处,武昌区,其他,,recommended,员外探访一家面包店，购买九款面包，涵盖可颂、泰式咖喱牛肉、墨西哥胶恰巴塔等，突出各款特色：如三八酱芝士培根可颂酥脆配烟熏培根，泰式咖喱牛肉风味独特，开心果奶酪米面包香甜浓郁，香辣烤豆皮面包结合豆皮与孜然。总计消费94元享12元优惠，推荐复热提升口感，部分需提前预定。,复热提升口感、部分需提前预定,2026-01-07,https://www.bilibili.com/video/BV1ZwiwBxE8G,114.326931,30.580772,AI摘要自动提取，待抽查,2026-06-13
bv1rjimbmebx-1,凯捷东北量贩式烤肉,,江岸区百步龙庭1-2层商网10号,江岸区,火锅,60,recommended,员外探店梅花鹿火锅，人均60元，两人套餐126元享2斤鹿肉及无限续蔬菜。鹿肉紧实细腻，脂肪少却软嫩，锅底突出肉香与复合风味，无腥味。强调鹿肉因鹿茸价值未大规模养殖，仅老年鹿入市场，营养高且低脂。搭配鹿茸酒体验，总结为珍稀食材美食，倡导保护野生动物，推荐小锅适合控量，整体评价口感极佳。,小锅适合控量、整体评价口感极佳,2025-12-31,https://www.bilibili.com/video/BV1RJiMBMEBx,114.319371,30.653893,AI摘要自动提取，待抽查,2026-06-13
bv1qkvybnerp-1,泰好食,,武昌区桥梁村东路与铁机路交叉口西南140米,武昌区,烤肉,,recommended,员外探访泰汉融合烧烤店，消费185元体验东南亚风味烧烤。亮点包括柠檬鸡翅、泰式柠檬生蚝串、沙爹鸡肉串等特色菜品，口感清爽鲜美，食材优质；但部分汉式烤肉调味过重，掩盖食材本味，菠萝串偏酸。整体评价积极，推荐尝试泰式风味，建议优化融合平衡。,尝试泰式风味、建议优化融合平衡,2025-12-29,https://www.bilibili.com/video/BV1QkvyBNERp,114.344445,30.608933,AI摘要自动提取，待抽查,2026-06-13
bv1qfbzbfeid-1,山西临汾牛肉丸子面,,硚口区宝善社区100m内多福路135-26号附近,硚口区,其他,,recommended,员外在临汾品尝牛肉丸子面，消费15.8元，包含五个牛肉丸、玉米碱面、平遥牛肉及单加千张，汤底咸鲜香辣微辣，面条筋道弹牙，丸子弹性足但火候略欠，牛肉软烂入味。小店为老年夫妻经营，环境简陋但分量足，适合追求地道风味的食客，推荐尝试搭配麻花与蒜香，整体性价比高。,尝试搭配麻花与蒜香、整体性价比高,2025-12-27,https://www.bilibili.com/video/BV1QfBzBfEid,114.275857,30.570193,AI摘要自动提取，待抽查,2026-06-13
bv1szb5bwe91-1,略地小馆IN YARD,,江岸区黄兴路35号（他山书院内）,江岸区,海鲜,,recommended,员外二刷小餐馆，消费592元，重点推荐木姜子鸭胸火腿、甜椒黄油玉米、果木熏烤伊比利亚猪肋排及卤肉饭，后者肉量扎实、卤香浓郁，搭配红葱酥极佳。还体验了炸蛋小海鲜、铁板欧芹柠檬虾等新菜，整体菜品下酒佳，服务专业，适合家庭聚餐及生日庆祝，菜单更新丰富，值得再次探访。,木姜子鸭胸火腿、甜椒黄油玉米、果木熏烤伊比利亚猪肋排、卤肉饭、后者肉量扎实、卤香浓郁、搭配红葱酥极佳,2025-12-24,https://www.bilibili.com/video/BV1SZB5BWE91,114.297053,30.589959,AI摘要自动提取，待抽查,2026-06-13
bv1tkq3bbeum-1,拌粉侠（元银甲附近）,,武汉市洪山区关东街道关山大道332号,洪山区,新疆菜,,recommended,武汉一家新疆米粉加盟店体验，两人消费76元，点老式油炒牛肉米粉（23元，分量足、酱香醇厚）、椒麻鸡（40元，鸡肉鲜嫩）、皮芽子馕（4元，外脆内松软）等，搭配雪梨银耳汤和剩余酱料创新吃法。菜品麻辣适口，馕具独特甜味，环境贴心，推荐尝试。,尝试,2025-12-17,https://www.bilibili.com/video/BV1tKq3BBEUm,114.350534,30.589409,AI摘要自动提取，待抽查,2026-06-13
bv1evmmbdebo-1,YiYi·壹壹(洞庭街店),,武汉市江岸区一元街道洞庭街38号,江岸区,其他,,recommended,员外在武汉探访一家高颜值精致餐厅，消费560元，重点推荐炭烤牛舌、半熟乳鸽、惠灵顿牛排等创新菜品，食材软嫩多汁，搭配巧妙，服务高效。虽分量小、需预约，但口感与创意弥补高价，附年末2025元美食津贴活动链接，适合追求品质体验的食客。,炭烤牛舌、半熟乳鸽、惠灵顿牛排、食材软嫩多汁、搭配巧妙、服务高效,2025-12-13,https://www.bilibili.com/video/BV1EvmmBDEBo,114.298689,30.582421,AI摘要自动提取，待抽查,2026-06-13
bv1bgmvbbe6x-1,清迈小饭店.Local Thai,,武汉市江岸区兰陵路2号A-4,江岸区,其他,,mixed,员外在武汉泰国餐馆体验，推荐打泡饭（肉量足、无菌蛋生食）和鸡蛋咖喱大虾（黑虎虾鲜嫩，咖喱香浓），冬阴功汤椰香足，青木瓜沙拉清爽，面包搭配斑斓酱美味。虽上菜逻辑待优化，但整体水准高，适合喜爱泰式风味的食客，建议搭配白米饭享用。,打泡饭（肉量足、咖喱香浓）、冬阴功汤椰香足、青木瓜沙拉清爽、面包搭配斑斓酱美味,2025-12-12,https://www.bilibili.com/video/BV1bGmVBBE6x,114.30105,30.584952,AI摘要自动提取，待抽查,2026-06-13
bv1esmhblepx-1,老黄牛·桂林牛八宝酸辣牛肉火锅(汉正街店),,武汉市硚口区汉正街宝善堂69号(汉正街地铁站A口步行80米),硚口区,火锅,,mixed,武汉一家酸汤牛肉火锅店，特色为自制发酵酸笋锅底，酸辣层次丰富，搭配牛八宝拼盘、荔浦芋头等食材，牛肉新鲜薄切，涮后风味倍增。店内环境有强烈发酵气味，但适应后体验佳，建议尝试锅底与芋头，性价比适中，适合重口味爱好者，约会需谨慎。,,2025-12-10,https://www.bilibili.com/video/BV1ESmHBLEPx,114.274754,30.570514,AI摘要自动提取，待抽查,2026-06-13
bv1ecmwbmevh-1,钱妈自助快餐,,武汉市江汉区马场角横路20号附3号,江汉区,其他,,unknown,员外探访武汉一家19.9元自助盒饭小店，提供40余种菜品，含粉蒸肉、红烧肉、肉丸等特色菜，口味咸鲜适口，服务热情补菜及时。虽部分菜品如锅包肉偏软，但整体性价比高，媲美高端自助熟食区，提醒消费者理性选择，避免低价陷阱。,,2025-12-08,https://www.bilibili.com/video/BV1eCmwBmEVH,114.266572,30.604788,AI摘要自动提取，待抽查,2026-06-13
bv1ot2wb5e29-1,荣记·泉州味道(武汉保利香槟国际金座店),,武汉市硚口区汉西三路保利香槟国际金座南侧1层底商,硚口区,海鲜,,recommended,员外在武汉闽南菜馆体验泉州特色美食，消费244元，推荐闽南醋肉（48元，外酥里嫩带醋香）、白灼鱿鱼（88元，鲜脆配刺身酱油）、尘嚣牛肉羹（12元，药膳清汤受好评）及泉州卤面（48元，浓香海鲜汤底）。优化建议去掉白切鸡和芭乐汁，整体餐品量足味美，适合家庭聚餐，值得推荐。,闽南醋肉（48元、外酥里嫩带醋香）、白灼鱿鱼（88元、鲜脆配刺身酱油）、尘嚣牛肉羹（12元、药膳清汤受好评）、泉州卤面（48元、浓香海鲜汤底）,2025-12-06,https://www.bilibili.com/video/BV1ot2WB5E29,114.222524,30.589987,AI摘要自动提取，待抽查,2026-06-13
bv16z2eb2et9-1,东北原始部落特色土窑焖烤(江夏店),,武汉市江夏区纸坊大街143号,江夏区,烤肉,,recommended,员外探访武汉土窑焖烤店，168元四人套餐含现烤红薯、土豆、烤五花肉、水花烤鸡等，强调现点现烤工艺与窑炉焖制特色。评价烤鸡表皮焦香、肉质多汁，烤土豆绵软，但烤鹌鹑过干。适合家庭聚餐，提醒避开超长排队，推荐结合江夏活动体验，保持自然拍摄风格。,结合江夏活动体验、保持自然拍摄风格,2025-12-04,https://www.bilibili.com/video/BV16z2eB2ET9,114.412303,30.402057,AI摘要自动提取，待抽查,2026-06-13
bv1jpspbxeph-1,婆婆粉面馆(坤元里店),,武汉市江汉区花楼街101号(江汉路地铁站出入口步行480米),江汉区,其他,,recommended,员外探访武汉一家街坊小店，品尝20元排骨藕汤与牛肉萝卜汤，汤色澄澈、风味醇厚，批评部分店铺偷懒做法，肯定其保留传统藕汤本味。另点炒菜油量偏多但锅气足，15元猪肝炒方便面调味尚可。总结小店汤品地道、炒菜有烟火气，江汉路藏此怀旧风味，值得推荐。,,2025-12-02,https://www.bilibili.com/video/BV1JPSpBXEph,114.290526,30.575244,AI摘要自动提取，待抽查,2026-06-13
bv1rasjbueag-1,SAVOR丝沃·法式酒馆餐厅,,武汉市洪山区欢乐大道纯水岸·东湖天屿华侨城东方里商业街（星巴克旁）,洪山区,其他,,recommended,员外在武汉法餐馆体验五折M7眼肉牛排，搭配自制鲜芝士前菜、鹅肝巴菲、油封鸭及三道甜品，总计消费570元。牛排厚实多汁，性价比高；鹅肝细腻顺滑，油封鸭外酥里嫩；甜品层次丰富。餐厅自制酱料、面包及甜品品质突出，推荐关注折扣活动。,关注折扣活动,2025-11-28,https://www.bilibili.com/video/BV1raSjBuEAg,114.385158,30.589368,AI摘要自动提取，待抽查,2026-06-13
bv1xmuhbhepw-1,陈记打边炉(沙羡街店),,武汉市江夏区沙羡街82号熊良柱诊所对面,江夏区,火锅,,recommended,武汉城记打边炉清汤火锅体验，特色五指毛桃锅底香气浓郁，牛肉、清远脆皮鸡品质佳，去骨鸡皮鲜嫩，湿炒果条番茄沙茶风味独特。套餐128元含丰富食材，鸡肉最受推崇，反沙红薯略甜硬，建议慎点。整体性价比高，适合非潮汕火锅爱好者，推荐尝试。,尝试,2025-11-26,https://www.bilibili.com/video/BV1XmUhBhEPw,114.310529,30.354728,AI摘要自动提取，待抽查,2026-06-13
bv1fuurbredf-1,台湾食府(常青花园店),,武汉市东西湖区常青花园二十五村康居三路72号,东西湖区,其他,,mixed,武汉一家台湾卤肉饭小店，新客团购价19.9元，卤肉现熬香气浓郁，肥瘦适口，分量充足，米饭软硬适中，汤汁丰富，但甜度较轻。附贡丸汤8元，贡丸弹嫩，胡椒味足。店家环境有吸烟问题，但个人经营口碑良好，适合一人食，推荐参考。,参考,2025-11-24,https://www.bilibili.com/video/BV1FUUrBrEdf,114.237706,30.643234,AI摘要自动提取，待抽查,2026-06-13
bv1nwu7b6eux-1,罗山大肠汤,,武汉市黄陂区叶店菜场6022号,黄陂区,其他,,recommended,武汉一家藏在菜场的河南菜馆，招牌罗山大肠汤18元，分量足、软糯无异味，搭配猪血、老豆腐鲜辣浓郁；五花肉16元片薄炸炖，肥瘦相融入口即化；平菇炒菜现点现炒，鲜滑入味。老板主业补漏，车贴满补漏材料，推荐尝试面炕鸡。整体地道河南风味，性价比高，值得周边食客体验。,尝试面炕鸡,2025-11-22,https://www.bilibili.com/video/BV1nWU7B6EUx,114.264137,30.713004,AI摘要自动提取，待抽查,2026-06-13
bv1rzyfbuefd-1,壹哆19元牛腩饭,,武汉市洪山区青洲花园1号,洪山区,其他,19,recommended,武汉一人食牛腩饭小馆，人均19元起，招牌牛腩饭分量足、味型红烧适口，牛肉软烂不柴，搭配咸甜白菜与汤汁，深受喜爱。另加番茄牛腩19元，番茄浓郁酸甜，逼人多吃第三碗。食材新鲜，分量饱足，街边店备瓷碗，性价比高，白菜与牛腩汤底尤为推荐。,,2025-11-20,https://www.bilibili.com/video/BV1rZyFBUEfd,114.378923,30.614544,AI摘要自动提取，待抽查,2026-06-13
bv13fygbfeh3-1,陈记麻辣香锅(大悦城店),,武汉市洪山区武汉大悦城悦街商业街,洪山区,其他,,mixed,武汉25.9元自助麻辣香锅小店体验，人均51.8元，菜品包含多种腌制肉类、新鲜蔬菜及豆制品，口感均衡，蔬菜火候适宜，豆制品入味，整体品质接近商场地下店，适合饱腹配饭，但调味重食材口感一般，非美食追求者首选，提及知名双喜铁板烧对比引发兴趣。,,2025-11-18,https://www.bilibili.com/video/BV13fygBfEH3,114.49861,30.486483,AI摘要自动提取，待抽查,2026-06-13
bv1qpcqb6eqt-1,阿诚家烧面,,武汉市江岸区大智街道吉庆街102号-5,江岸区,海鲜,270,recommended,武汉新开面馆的海鲜面体验，选用温州做法，现场现杀现烧，端出大盆满载公蟹、皮皮虾、鲳鱼等新鲜食材，汤底以清水调出极致鲜味，手工面条筋道弹牙。人均270元，推荐油焖面搭配丰富海鲜，老板贴心加面分餐，适合双人共享，品质新鲜，风味浓郁，满足海鲜爱好者需求。,油焖面搭配丰富海鲜、老板贴心加面分餐、适合双人共享、品质新鲜、风味浓郁、满足海鲜爱好者需求,2025-11-16,https://www.bilibili.com/video/BV1QpCQB6EqT,114.291725,30.585675,AI摘要自动提取，待抽查,2026-06-13
bv1ngcgbbemf-1,工匠·TACO BURGER,,武汉市洪山区街道口武珞路778号3-4,洪山区,其他,103,recommended,武汉一家墨西哥美式快餐店测评，人均103元体验汉堡套餐及多款塔可、炸鸡等，食材品质和口感整体不错，尤其薯条、牛肉塔可和炸鸡突出，但菜单单一、套餐性价比待提升，建议丰富品类与搭配以优化体验。,,2025-11-14,https://www.bilibili.com/video/BV1ngCgBBEMF,114.349778,30.526568,AI摘要自动提取，待抽查,2026-06-13
bv1tukybvevs-1,玫瑰烤房·美式熏肉自助,,武汉市汉阳区百灵路2号铁桥广场一层,汉阳区,烤肉,,mixed,武汉新开美式自助烤肉店测评，重点推荐牛肋排（大块扎实，烟熏风味突出），肉品多样且新鲜，部分如猪肋条、牛五花口感软烂，搭配酸黄瓜和汉堡胚提升体验。需预约，价格约190元，含2025元美食津贴活动。服务及精酿品质一般，建议搭配蒜、洋葱解腻，适合肉食爱好者尝试。,牛肋排（大块扎实、烟熏风味突出）、肉品多样且新鲜、部分如猪肋条、牛五花口感软烂、搭配酸黄瓜和汉堡胚提升体验,2025-11-12,https://www.bilibili.com/video/BV1tukyBVEvs,114.226165,30.562248,AI摘要自动提取，待抽查,2026-06-13
bv1sikrbienw-1,膳缘居天然素食馆,,武汉市武昌区武珞路627附3号(宝通寺地铁站C2口旁),武昌区,其他,40,recommended,员外探访武汉一家素食自助店，位于宝通寺旁，人均40元，环境紧凑需拼桌。招牌藕汤鲜美胜过多数饭店，粉蒸面筋口感逼真，春卷、煎饺等菜品丰富，茄子偏硬、番茄宽粉不佳。整体调味合口，饱腹感强，优于同类素食店，推荐尝试。,尝试,2025-11-10,https://www.bilibili.com/video/BV1sikRBiENW,114.341458,30.530661,AI摘要自动提取，待抽查,2026-06-13
bv1ke1qbcevp-1,黔味食府,,武汉市硚口区汉正街汉正广场1506号街铺（汉正街牌坊左前方）,硚口区,其他,99,recommended,员外在武汉黔菜小馆体验贵州地摊风味，推荐豆豉回锅肉、蒜苗腊肉等重口味下饭菜，糟辣椒炒蛋和莴苣清爽开胃，人均99元两人食。店外摆位显眼，菜品酸辣鲜香，建议晚去尝试特色折耳根，备菜有限需及时询问。,豆豉回锅肉、蒜苗腊肉、糟辣椒炒蛋和莴苣清爽开胃、人均99元两人食,2025-11-08,https://www.bilibili.com/video/BV1kE1QBcEvp,114.273444,30.565791,AI摘要自动提取，待抽查,2026-06-13
bv1w81xbze5g-1,东北烤肉饺子馆(中山大道店),,武汉市硚口区义烈巷182号,硚口区,烤肉,,unknown,武汉一家东北风格炒肉店，提供50元烤肉套餐含牛肉、酸菜、生菜、千张，可加30元五花肉，食材新鲜且酸菜香味浓郁，搭配千张或生菜卷食更佳。另点13元酸菜猪肉饺子皮韧馅足，辣酱略重。整体食材品质与价位匹配，操作省心，适合追求朴实美味的食客。,,2025-11-06,https://www.bilibili.com/video/BV1W81xBZE5g,114.258625,30.568575,AI摘要自动提取，待抽查,2026-06-13
bv1qv1qbmeik-1,小碗羊杂,,武汉市江岸区二七街道东立街与二七横路交叉口西北160米,江岸区,其他,,recommended,武汉一家温馨羊杂汤小店，夫妻经营，环境简朴但服务热情。45元两人套餐含40元羊杂锅，汤鲜无膻味，配羊肉、羊杂、千张、娃娃菜，可无限续汤。手工面筋道吸汤，白面饼酥脆可烤制或泡汤，性价比高且老客众多。推荐附近食客体验地道风味与真诚服务。,附近食客体验地道风味与真诚服务,2025-11-04,https://www.bilibili.com/video/BV1QV1qBMEiK,114.31426,30.627361,AI摘要自动提取，待抽查,2026-06-13
bv1rsydb5e8h-1,旭东小炒(三医院店),,武昌区井正街11号,武昌区,其他,150,recommended,员外对一家武汉热门餐饮馆子的测评，四道菜（糍粑鱼、珍珠鱼籽豆腐、干豆角烧肉、莴苣尖椒）均获好评，食材新鲜、调味适口，尤其糍粑鱼和鱼籽豆腐口感突出。虽人均150元消费体验佳，但因堂食容量小、上菜节奏慢且可能被劝退，不建议专门前往，推荐路过可尝鲜，同时提及附近黄鹤楼观景点。,路过可尝鲜、同时提、附近黄鹤楼观景点,2025-11-02,https://www.bilibili.com/video/BV1RsyDB5E8h,114.302541,30.541473,AI摘要自动提取，待抽查,2026-06-13
bv1vdyybfetk-1,板楽烧·铁板烧(新荣天街店),,武汉市江岸区后湖街道后湖大道355号新荣天街A-5f（五楼）,江岸区,烤肉,,mixed,员外在武汉兴荣天街体验铁板烧自助，人均399，菜品以刺身、鹅肝、三文鱼等刺身类及部分虾类表现较好，铁板肉类多平淡，天妇罗、牛排等存在口感或调味问题。建议精选刺身、鹅肝搭配炒饭，避免大部分铁板菜，性价比与预期存在差距，适合追求高品质刺身的食客。,,2025-10-31,https://www.bilibili.com/video/BV1VdyYBFEtK,114.332196,30.657889,AI摘要自动提取，待抽查,2026-06-13
bv1zyyybtecq-1,一派老火锅•开创武汉全红锅,,武汉市洪山区雅安街374号,洪山区,火锅,115,unknown,员外在武汉新店测评一家重庆老火锅，人均115元，特色包括新鲜牛肉、毛肚、腰片、鹅肠及优质锅底，支持自带菜品，服务贴心（赠漱口水、蒙脱石散）。菜品丰富，虾滑、脑花、黑虎虾等口感出众，唯炒饭差评，性价比高，适合追求食材新鲜与丰富搭配的消费者。,,2025-10-29,https://www.bilibili.com/video/BV1zyyyBTECq,114.419672,30.500583,AI摘要自动提取，待抽查,2026-06-13
